dataset_id,size,number_of_classes,number_of_literals,number_of_entities,number_of_properties,number_of_connections,number_of_connected_vertices,average_literals_per_vertex,relevance
50196,214393,256,3072,256,3584,512,257,12.0,0.0
50199,49291,109,545,109,763,218,110,5.0,0.5
5020,65620,0,812,0,963,151,152,5.377,0.0
50205,400112,91,6781,91,6963,182,92,74.516,0.0
5021,191539,0,2000,0,2500,500,501,4.0,0.0
50217,2326494,1000,39305,1000,41305,2000,1001,39.305,0.0
5022,80256,0,920,0,1150,230,231,4.0,0.0
50222,2291482,1000,38985,1000,40985,2000,1001,38.985,0.0
50224,439371,105,7449,105,7659,210,106,70.943,0.0
50226,406464,296,6284,296,6876,592,297,21.23,0.0
5023,166517,0,1876,0,2345,469,470,4.0,0.0
5024,693013,0,9495,0,9995,500,501,18.99,0.0
50243,235575,1000,1000,1000,3000,2000,1001,1.0,0.0
50247,57296,32,896,32,960,64,33,28.0,0.0
5025,275231,0,4500,0,5000,500,501,9.0,0.0
50254,195541,65,3212,65,3342,130,66,49.415,0.0
50255,1103855,1000,17099,1000,19099,2000,1001,17.099,0.0
50256,381194,296,6051,296,6643,592,297,20.443,0.0
5026,59022,0,672,0,840,168,169,4.0,0.0
50261,1642006,1000,28000,1000,30000,2000,1001,28.0,0.0
50262,685695,1000,10405,1000,12405,2000,1001,10.405,0.0
50264,2071146,1000,35119,1000,37119,2000,1001,35.119,0.0
50265,239576,1000,1000,1000,3000,2000,1001,1.0,0.0
50267,2156290,1000,36662,1000,38662,2000,1001,36.662,0.0
50269,10338,12,168,12,192,24,13,14.0,0.0
5027,426372,0,6990,0,7490,500,501,13.98,0.75
50272,2395020,1000,40543,1000,42543,2000,1001,40.543,0.0
50275,1437378,1000,23166,1000,25166,2000,1001,23.166,0.0
5028,204659,0,2774,0,3244,470,471,5.902,0.5
50283,3117386,1000,52735,1000,54735,2000,1001,52.735,0.0
50287,142971,296,1804,296,2396,592,297,6.095,0.0
5029,305097,0,4500,0,5000,500,501,9.0,0.0
50292,667336,1000,10050,1000,12050,2000,1001,10.05,0.0
50295,80419,96,1404,96,1596,192,97,14.625,0.0
5030,174556,0,2000,0,2500,500,501,4.0,1.0
50309,214376,256,3072,256,3584,512,257,12.0,0.0
5031,47474,0,550,0,660,110,111,5.0,0.0
50311,762725,1000,11613,1000,13613,2000,1001,11.613,0.0
50315,80804,96,1404,96,1596,192,97,14.625,0.0
50316,155562,44,2573,44,2661,88,45,58.477,0.0
50317,52040,219,219,219,657,438,220,1.0,0.0
50319,3101107,1000,52998,1000,54998,2000,1001,52.998,0.0
50326,779873,1000,12632,1000,14632,2000,1001,12.632,0.0
5033,88843,0,1140,0,1330,190,191,6.0,0.0
50339,989775,1000,16859,1000,18859,2000,1001,16.859,0.0
5034,70850,0,792,0,990,198,199,4.0,0.0
5035,68217,0,792,0,990,198,199,4.0,0.0
50357,1833844,1000,31998,1000,33998,2000,1001,31.998,0.0
5036,633487,500,8500,500,9500,1000,501,17.0,0.0
50362,1276994,640,21113,640,22393,1280,641,32.989,0.0
5037,180230,0,2472,0,2972,500,501,4.944,0.0
5038,88147,0,1140,0,1330,190,191,6.0,0.0
50391,85275,126,1008,126,1260,252,127,8.0,0.0
50393,9202,7,133,7,147,14,8,19.0,0.0
50394,717169,1000,10618,1000,12618,2000,1001,10.618,0.0
50396,1985087,1000,34130,1000,36130,2000,1001,34.13,0.0
50398,74798,110,880,110,1100,220,111,8.0,0.0
5040,292005,500,5000,500,6000,1000,501,10.0,1.0
50405,796766,112,12267,112,12491,224,113,109.527,0.0
50407,109691,30,1822,30,1882,60,31,60.733,0.0
50408,753516,1000,11401,1000,13401,2000,1001,11.401,0.0
50410,1127208,1000,15000,1000,17000,2000,1001,15.0,0.0
50412,891499,1000,12000,1000,14000,2000,1001,12.0,0.0
50413,4226797,1000,61495,1000,63495,2000,1001,61.495,0.0
50415,57485,7,882,7,896,14,8,126.0,0.0
50416,214075,256,3072,256,3584,512,257,12.0,0.0
50419,9176,7,133,7,147,14,8,19.0,0.0
5042,290087,500,5000,500,6000,1000,501,10.0,0.0
50421,724068,1000,10770,1000,12770,2000,1001,10.77,0.0
50424,74366,110,880,110,1100,220,111,8.0,0.0
50426,858664,112,13427,112,13651,224,113,119.884,0.0
5043,292352,500,5000,500,6000,1000,501,10.0,0.0
50431,1257895,749,19614,749,21112,1498,750,26.187,0.0
50432,792972,112,12225,112,12449,224,113,109.152,0.0
50433,897171,1000,12000,1000,14000,2000,1001,12.0,0.0
50434,247811,280,4480,280,5040,560,281,16.0,0.0
50437,71229,7,1117,7,1131,14,8,159.571,0.0
50439,1534825,1000,26000,1000,28000,2000,1001,26.0,0.0
5044,292355,500,5000,500,6000,1000,501,10.0,0.0
50441,1700336,1000,26324,1000,28324,2000,1001,26.324,0.0
50445,143048,296,1805,296,2397,592,297,6.098,0.0
50446,1070537,0,13965,0,14965,1000,1001,13.965,0.0
50448,946347,1964,12856,1964,16784,3928,1966,6.546,0.5
50449,626935,612,10404,612,11628,1224,613,17.0,1.0
5045,290350,500,5000,500,6000,1000,501,10.0,0.0
50456,35116,87,348,87,522,174,88,4.0,0.0
50458,712198,1000,6948,1000,9646,2698,1666,6.948,0.0
50459,763988,1000,10000,1000,12000,2000,1001,10.0,0.0
5046,3794771,500,62500,500,63500,1000,501,125.0,0.0
50462,36888,0,480,0,540,60,61,8.0,0.0
50464,1177022,0,15846,0,16846,1000,1001,15.846,0.0
50465,22967,52,208,52,312,104,53,4.0,0.0
50466,44574,0,425,0,470,45,46,9.444,0.5
5047,7720019,500,62500,500,63500,1000,501,125.0,0.0
50477,562413,0,6929,0,7929,1000,1001,6.929,0.0
5048,292368,500,5000,500,6000,1000,501,10.0,0.0
50482,8316,0,90,0,108,18,19,5.0,0.0
50484,19869,0,214,0,256,42,43,5.095,0.0
50486,41868,93,464,93,650,186,94,4.989,0.0
50487,78571,96,1248,96,1440,192,97,13.0,0.0
5049,757876,500,12695,500,13695,1000,501,25.39,0.5
50490,701811,750,12000,750,13500,1500,751,16.0,0.5
50498,51707,107,534,107,748,214,108,4.991,0.0
50499,2580,5,15,5,25,10,6,3.0,0.0
5050,202809,500,3000,500,4000,1000,501,6.0,0.0
50500,173622,220,2200,220,2640,440,221,10.0,0.0
50502,4542,10,30,10,50,20,11,3.0,0.0
50503,14028,35,104,35,174,70,36,2.971,0.0
50508,8733,11,132,11,154,22,12,12.0,1.0
5051,292228,500,5000,500,6000,1000,501,10.0,0.0
50512,20027,43,172,43,258,86,44,4.0,0.0
50513,11555136,1000,17537,1000,19537,2000,1001,17.537,0.0
50516,13374,23,161,23,207,46,24,7.0,0.5
50517,257594,1000,1000,1000,3000,2000,1001,1.0,0.0
50519,176153,253,1771,253,2277,506,254,7.0,0.5
50520,34172,46,552,46,644,92,47,12.0,0.5
50523,15385,36,179,36,251,72,37,4.972,0.0
50524,798171,1000,10000,1000,12000,2000,1001,10.0,0.75
50525,11421,22,88,22,132,44,23,4.0,0.5
50526,631120,1000,10000,1000,12000,2000,1001,10.0,0.0
50528,38071,61,433,61,555,122,62,7.098,1.0
50529,848511,1000,12000,1000,14000,2000,1001,12.0,0.0
5053,1220460,907,11942,907,13756,1814,909,13.166,0.0
50533,3342,4,36,4,44,8,5,9.0,0.5
50536,3313628,1000,14800,1000,16800,2000,1001,14.8,0.0
50538,12235,12,168,12,192,24,13,14.0,0.0
5054,1055649,906,11936,906,13748,1812,908,13.174,0.0
50541,257594,1000,1000,1000,3000,2000,1001,1.0,0.0
50542,525804,1000,6000,1000,8000,2000,1001,6.0,0.0
50543,6534,9,63,9,81,18,10,7.0,0.5
50545,529003,1000,6000,1000,8000,2000,1001,6.0,0.0
50547,257594,1000,1000,1000,3000,2000,1001,1.0,0.0
5055,862887,994,12458,994,14446,1988,996,12.533,0.5
50550,89069,137,1105,137,1379,274,138,8.066,0.0
50552,6927,18,54,18,90,36,19,3.0,0.0
50554,1104204,1000,14432,1000,16432,2000,1001,14.432,0.0
50556,1039,1,4,1,6,2,2,4.0,0.0
50557,82983,145,1501,145,1791,290,146,10.352,0.0
50558,16002,26,222,26,274,52,27,8.538,0.0
50559,392664,1000,4000,1000,6000,2000,1001,4.0,0.0
5056,256159,438,3412,438,4288,876,440,7.79,0.0
50560,807312,1000,12993,1000,14993,2000,1001,12.993,0.0
50561,15930,34,136,34,204,68,35,4.0,0.0
50562,10983,22,132,22,176,44,23,6.0,0.0
50563,532931,1000,6000,1000,8000,2000,1001,6.0,0.0
50566,253593,1000,1000,1000,3000,2000,1001,1.0,0.0
50567,4519,8,54,8,70,16,9,6.75,0.0
50568,7143,18,54,18,90,36,19,3.0,0.0
50572,421418,1000,3998,1000,5998,2000,1001,3.998,0.0
50573,5258,12,48,12,72,24,13,4.0,0.0
50575,573952,992,7886,992,9870,1984,993,7.95,0.0
50581,65615,253,253,253,759,506,254,1.0,0.0
50587,257594,1000,1000,1000,3000,2000,1001,1.0,0.0
50588,257594,1000,1000,1000,3000,2000,1001,1.0,0.0
50589,257594,1000,1000,1000,3000,2000,1001,1.0,0.0
5059,1083473,985,10724,985,12694,1970,987,10.887,0.0
50592,1605,4,4,4,12,8,5,1.0,0.0
50593,20104,35,231,35,301,70,36,6.6,0.0
50594,528778,511,7407,511,8429,1022,513,14.495,0.0
50595,4067,11,25,11,47,22,12,2.273,0.0
50596,1751537,1559,25520,1559,28638,3118,1561,16.369,0.0
50597,2086,3,12,3,18,6,4,4.0,0.0
50598,257594,1000,1000,1000,3000,2000,1001,1.0,0.0
50599,17299,65,65,65,195,130,66,1.0,0.0
5060,1139616,926,12000,926,13852,1852,928,12.959,0.0
50602,86360,339,339,339,1017,678,340,1.0,0.0
50604,23724,90,90,90,270,180,91,1.0,0.0
50605,253593,1000,1000,1000,3000,2000,1001,1.0,0.0
50606,14390,27,162,27,216,54,28,6.0,0.0
50607,3629,12,12,12,36,24,13,1.0,0.0
50608,253593,1000,1000,1000,3000,2000,1001,1.0,0.0
50609,7533,27,27,27,81,54,28,1.0,0.0
5061,297547,500,5000,500,6000,1000,501,10.0,0.0
50610,16115,27,185,27,239,54,28,6.852,0.0
50611,7677,28,28,28,84,56,29,1.0,0.0
50612,253593,1000,1000,1000,3000,2000,1001,1.0,0.0
50614,253593,1000,1000,1000,3000,2000,1001,1.0,0.0
50615,7162,18,72,18,108,36,19,4.0,0.0
50617,253593,1000,1000,1000,3000,2000,1001,1.0,0.0
50619,5147,18,18,18,54,36,19,1.0,0.0
5062,296717,500,4500,500,5500,1000,501,9.0,1.0
50620,23363,90,90,90,270,180,91,1.0,0.0
50621,1622,4,4,4,12,8,5,1.0,0.0
50622,981372,5,55,5,65,10,6,11.0,0.0
50623,7424,27,27,27,81,54,28,1.0,0.0
50626,253593,1000,1000,1000,3000,2000,1001,1.0,0.0
50628,253593,1000,1000,1000,3000,2000,1001,1.0,0.0
50630,15520,59,59,59,177,118,60,1.0,0.0
50631,3021039,59,413,59,531,118,60,7.0,0.0
50633,2165349,1000,41767,1000,43767,2000,1001,41.767,0.0
50634,2084441,1000,40102,1000,42102,2000,1001,40.102,0.0
50635,2207646,1000,42051,1000,44051,2000,1001,42.051,0.0
50639,1086164,2000,17158,2000,21158,4000,2002,8.579,0.0
50641,136097,254,2032,254,2541,509,257,8.0,0.0
50642,1086514,2000,17164,2000,21164,4000,2002,8.582,0.0
50643,746716,1000,13982,1000,15982,2000,1001,13.982,0.0
50647,245923,341,3751,341,4433,682,342,11.0,0.0
50649,171124,322,2576,322,3222,646,326,8.0,0.0
5065,716861,970,8660,970,10600,1940,972,8.928,0.0
50652,533851,1000,6814,1000,8814,2000,1001,6.814,0.0
50654,11103,18,213,18,249,36,19,11.833,0.0
50655,662944,0,10000,0,11000,1000,1001,10.0,0.5
50656,1346,1,15,1,17,2,2,15.0,0.0
50658,10307,18,194,18,230,36,19,10.778,0.0
50659,732447,1000,10000,1000,12000,2000,1001,10.0,0.5
50661,749008,0,11993,0,12993,1000,1001,11.993,0.0
50665,220246,0,3220,0,3542,322,323,10.0,0.0
50666,593352,1000,7648,1000,9648,2000,1001,7.648,0.0
50668,3275,0,30,0,36,6,7,5.0,0.0
5067,1055008,910,9460,910,11280,1820,912,10.396,0.0
50672,1024732,1000,17122,1000,19122,2000,1001,17.122,0.0
50674,918926,1000,15535,1000,17535,2000,1001,15.535,0.0
50675,716222,1000,9000,1000,11000,2000,1001,9.0,0.0
50676,5709,0,36,0,48,12,13,3.0,0.0
50677,651360,1000,6000,1000,8000,2000,1001,6.0,0.5
50678,719310,1000,9000,1000,11000,2000,1001,9.0,0.0
50679,553145,1000,7000,1000,9000,2000,1001,7.0,0.0
5068,1219779,908,11948,908,13764,1816,910,13.159,0.0
50686,651360,1000,6000,1000,8000,2000,1001,6.0,0.0
50687,1833368,2000,29214,2000,33214,4000,2002,14.607,0.0
50689,743451,1000,9000,1000,11000,2000,1001,9.0,0.0
5069,1419867,995,12464,995,14454,1990,997,12.527,0.0
50690,744254,1000,9000,1000,11000,2000,1001,9.0,0.0
50691,743451,1000,9000,1000,11000,2000,1001,9.0,0.0
50693,256288,923,923,923,2769,1846,924,1.0,0.0
50694,2255369,3000,36093,3000,42093,6000,3002,12.031,0.0
50695,2148440,923,39842,923,41688,1846,924,43.166,0.0
50697,2152133,923,39842,923,41688,1846,924,43.166,0.0
50698,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
50699,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
50700,277617,1000,1000,1000,3000,2000,1001,1.0,0.0
50701,281618,1000,1000,1000,3000,2000,1001,1.0,0.0
50702,444785,791,5537,791,7119,1582,792,7.0,0.0
50707,2740,5,15,5,25,10,6,3.0,0.0
50708,77146,152,912,152,1216,304,153,6.0,0.0
50709,3184,6,18,6,30,12,7,3.0,0.0
50712,36460,54,324,54,432,108,55,6.0,0.0
50713,4017,8,24,8,40,16,9,3.0,0.0
50714,2312,4,12,4,20,8,5,3.0,0.5
50715,3181,6,18,6,30,12,7,3.0,0.0
50718,93972,147,882,147,1176,294,148,6.0,0.0
50719,8755,25,50,25,100,50,26,2.0,0.0
50729,3608,7,21,7,35,14,8,3.0,0.0
50737,3646,7,21,7,35,14,8,3.0,0.0
50741,1924,3,9,3,15,6,4,3.0,0.0
50742,36460,54,324,54,432,108,55,6.0,0.0
50748,3606,7,21,7,35,14,8,3.0,0.0
50749,4023,8,24,8,40,16,9,3.0,0.0
5075,1226259,970,10650,970,12590,1940,972,10.979,0.0
50752,2740,5,15,5,25,10,6,3.0,0.5
50757,2734,5,15,5,25,10,6,3.0,0.0
50758,4023,8,24,8,40,16,9,3.0,0.0
50759,1884,3,9,3,15,6,4,3.0,0.5
5076,802141,970,10670,970,12610,1940,972,11.0,0.0
50763,5733,12,36,12,60,24,13,3.0,0.0
50765,2760,5,15,5,25,10,6,3.0,0.5
50766,1500,2,6,2,10,4,3,3.0,0.0
5077,791087,928,9494,928,11350,1856,930,10.231,0.0
50775,111806,0,1382,0,1454,72,73,19.194,0.0
50779,3612,7,21,7,35,14,8,3.0,0.0
50780,49171,87,609,87,783,174,88,7.0,0.0
50787,3611,7,21,7,35,14,8,3.0,0.0
5081,1375154,970,8650,970,10590,1940,972,8.918,0.0
5082,633569,970,8664,970,10604,1940,972,8.932,1.0
5083,711229,911,9466,911,11288,1822,913,10.391,0.0
50858,6764,0,75,0,80,5,6,15.0,0.0
50859,17133,12,155,12,179,24,13,12.917,0.0
50861,1908,0,17,0,18,1,2,17.0,0.0
50862,1985,0,16,0,17,1,2,16.0,0.0
50866,3335,2,32,2,36,4,3,16.0,0.0
50867,6847,0,60,0,72,12,13,5.0,0.0
50872,17161,0,192,0,204,12,13,16.0,0.0
50873,15189,0,166,0,183,17,18,9.765,0.0
50874,313244,0,4027,0,4239,212,213,18.995,0.0
50877,15345,0,144,0,160,16,17,9.0,0.0
50878,17205,0,200,0,225,25,26,8.0,0.0
50885,266289,204,2651,204,3059,408,205,12.995,0.0
50889,20451,14,236,14,264,28,15,16.857,0.0
5089,753452,970,8664,970,10604,1940,972,8.932,0.0
50893,3431,2,34,2,38,4,3,17.0,0.0
50897,43999,0,411,0,443,32,33,12.844,0.0
50899,276122,0,2975,0,3205,230,231,12.935,0.0
5090,887942,924,11966,924,13814,1848,926,12.95,0.0
5091,238740,500,3415,500,4415,1000,501,6.83,0.0
5093,671455,909,9454,909,11272,1818,911,10.4,0.0
50963,87577,358,358,358,1074,716,359,1.0,0.0
50964,392950,0,5000,0,6000,1000,1001,5.0,0.0
50965,77088,68,1020,68,1224,204,138,7.5,0.0
50967,1532722,777,19809,777,22363,2554,1779,11.147,0.5
50968,247584,1000,1000,1000,3000,2000,1001,1.0,0.0
50969,799955,1000,10000,1000,12000,2000,1001,10.0,0.0
50970,12359,18,194,18,230,36,19,10.778,0.0
50971,899638,1000,14922,1000,16922,2000,1001,14.922,1.0
50972,68642,50,1110,50,1210,100,51,22.2,0.0
50973,6079,8,64,8,80,16,9,8.0,0.5
50974,14778,17,237,17,271,34,18,13.941,0.0
50975,7412,12,109,12,133,24,13,9.083,0.0
50976,243583,1000,1000,1000,3000,2000,1001,1.0,0.0
50977,609259,505,8585,505,9595,1010,506,17.0,0.0
50978,6347,16,48,16,80,32,17,3.0,0.0
50979,6347,16,48,16,80,32,17,3.0,0.0
5098,1050391,994,12456,994,14444,1988,996,12.531,1.0
50981,97512,29,1261,29,1319,58,30,43.483,0.0
50982,13344,21,231,21,273,42,22,11.0,0.5
50983,3499,12,12,12,36,24,13,1.0,0.0
50984,193627,358,1907,358,2623,716,359,5.327,0.0
50985,8256,17,102,17,136,34,18,6.0,0.0
50986,243583,1000,1000,1000,3000,2000,1001,1.0,0.0
50987,172105,468,1872,468,2808,936,469,4.0,0.0
50988,7427,13,91,13,117,26,14,7.0,0.0
50989,159697,300,1500,300,2100,600,301,5.0,0.0
50990,17107,68,68,68,204,136,69,1.0,0.0
50991,17794,33,198,33,264,66,34,6.0,0.0
50993,399259,285,5130,285,5700,570,286,18.0,0.0
50994,783961,1000,13467,1000,15467,2000,1001,13.467,0.0
50995,57445,234,234,234,702,468,235,1.0,0.0
50997,13093,12,120,12,156,36,25,10.0,0.0
50999,458307,584,5256,584,6424,1168,585,9.0,0.0
51,1606553,1813,6777,1813,11239,4462,3487,3.738,0.0
51000,168164,456,1824,456,2736,912,457,4.0,0.0
51001,226190,627,2508,627,3762,1254,628,4.0,0.0
51002,700148,889,11944,889,13722,1778,890,13.435,0.0
51005,223579,234,4963,234,5431,468,235,21.209,0.0
51007,27754,110,110,110,330,220,111,1.0,0.0
51010,6415,24,24,24,72,48,25,1.0,0.0
51011,574105,666,5328,666,6660,1332,667,8.0,0.0
51012,1555,4,4,4,12,8,5,1.0,0.0
51014,48893,110,550,110,770,220,111,5.0,0.0
51018,4714,17,17,17,51,34,18,1.0,0.0
51019,247584,1000,1000,1000,3000,2000,1001,1.0,0.0
5102,190824,500,2000,500,3000,1000,501,4.0,0.0
51023,12733,50,50,50,150,100,51,1.0,0.0
51025,5686,21,21,21,63,42,22,1.0,0.5
5103,790465,197,18358,197,18752,394,198,93.188,0.0
51030,9634,15,75,15,105,30,16,5.0,0.0
51032,7006,26,26,26,78,52,27,1.0,0.0
51039,107376,125,1500,125,1750,250,126,12.0,0.0
5104,230189,500,3000,500,4000,1000,501,6.0,0.0
51044,199264,555,2220,555,3330,1110,556,4.0,0.0
51045,1927,2,12,2,16,4,3,6.0,0.0
51046,4228,15,15,15,45,30,16,1.0,0.0
5105,294830,500,4382,500,5382,1000,501,8.764,0.0
51051,144832,584,584,584,1752,1168,585,1.0,0.0
51053,1798,5,5,5,15,10,6,1.0,0.0
51054,826,1,1,1,3,2,2,1.0,0.0
51057,15893,35,169,35,239,70,36,4.829,0.0
51059,2640,5,20,5,30,10,6,4.0,0.5
5106,1911170,903,11918,903,13724,1806,905,13.198,0.0
51060,4695,8,32,8,48,16,9,4.0,0.5
51062,5079013,1000,62122,1000,64122,2000,1001,62.122,0.0
51063,4714,17,17,17,51,34,18,1.0,0.0
51064,421865,23,92,23,138,46,24,4.0,0.0
51068,7952,15,60,15,90,30,16,4.0,0.0
5107,967285,907,9442,907,11256,1814,909,10.41,0.0
51070,5721871,1000,9472,1000,11472,2000,1001,9.472,0.0
51071,114307,468,468,468,1404,936,469,1.0,0.0
51073,31459,125,125,125,375,250,126,1.0,0.0
51076,216610,889,889,889,2667,1778,890,1.0,0.0
51077,13052609,1000,5999,1000,7999,2000,1001,5.999,0.0
51078,1165,1,7,1,9,2,2,7.0,0.0
51079,2758,5,30,5,40,10,6,6.0,0.0
5108,1048638,909,9454,909,11272,1818,911,10.4,0.0
51080,111391,456,456,456,1368,912,457,1.0,0.0
51081,7810927,199,2587,199,2985,398,200,13.0,1.0
51087,3985,14,14,14,42,28,15,1.0,0.5
5109,1634094,904,9424,904,11232,1808,906,10.425,0.0
51092,1064903,1000,15000,1000,17000,2000,1001,15.0,0.0
51095,636823,1000,8799,1000,10799,2000,1001,8.799,0.0
51097,247584,1000,1000,1000,3000,2000,1001,1.0,0.0
5110,1451297,909,11954,909,13772,1818,911,13.151,0.0
51106,515193,893,5358,893,7144,1786,894,6.0,0.0
5111,979198,910,9460,910,11280,1820,912,10.396,1.0
51113,110252,444,444,444,1332,888,445,1.0,0.0
51114,2618879,1000,10579,1000,12579,2000,1001,10.579,0.0
51115,217582,893,893,893,2679,1786,894,1.0,0.0
5112,946920,909,11954,909,13772,1818,911,13.151,0.0
51120,49737,199,199,199,597,398,200,1.0,1.0
51125,247584,1000,1000,1000,3000,2000,1001,1.0,0.0
5113,881804,911,9466,911,11288,1822,913,10.391,1.0
51133,1078,2,2,2,6,4,3,1.0,0.0
51134,243583,1000,1000,1000,3000,2000,1001,1.0,0.0
51136,65221,266,266,266,798,532,267,1.0,0.0
51137,3013,10,10,10,30,20,11,1.0,0.0
5114,672865,910,9460,910,11280,1820,912,10.396,0.0
51140,72268,295,295,295,885,590,296,1.0,0.0
51144,4957,18,18,18,54,36,19,1.0,0.0
51145,12490,49,49,49,147,98,50,1.0,0.0
51146,9515,21,81,21,123,42,22,3.857,0.0
51148,7888,12,43,12,67,24,13,3.583,0.5
5115,971412,925,9478,925,11328,1850,927,10.246,0.0
51151,3499,12,12,12,36,24,13,1.0,0.0
51152,42085,49,516,49,614,98,50,10.531,0.0
51154,67165,274,274,274,822,548,275,1.0,0.0
51155,26638,65,195,65,325,130,66,3.0,0.0
51159,134703,220,1445,220,1885,440,221,6.568,0.0
5116,1374436,926,11984,926,13836,1852,928,12.942,0.0
51160,2041,6,6,6,18,12,7,1.0,0.0
51161,73483,300,300,300,900,600,301,1.0,0.0
51162,8602,33,33,33,99,66,34,1.0,0.0
51166,30958,125,125,125,375,250,126,1.0,0.0
51169,25369,102,102,102,306,204,103,1.0,0.0
5117,1142931,927,11988,927,13842,1854,929,12.932,0.0
51171,7600,12,60,12,84,24,13,5.0,0.0
51172,19717,49,196,49,294,98,50,4.0,0.0
51173,4092,6,24,6,36,12,7,4.0,0.0
51174,26713,65,195,65,325,130,66,3.0,0.0
51175,44409,36,864,36,936,72,37,24.0,0.0
51176,632110,1000,8000,1000,10000,2000,1001,8.0,0.0
5118,1394565,925,11976,925,13826,1850,927,12.947,0.0
5119,1027080,924,11970,924,13818,1848,926,12.955,1.0
5120,1058446,924,11968,924,13816,1848,926,12.952,0.0
5121,1124043,928,11988,928,13844,1856,930,12.918,1.0
5122,837979,925,11972,925,13822,1850,927,12.943,1.0
5123,995701,992,9946,992,11930,1984,994,10.026,0.0
5124,1401266,997,12476,997,14470,1994,999,12.514,0.0
5125,815106,996,9970,996,11962,1992,998,10.01,0.0
5127,943508,921,11964,921,13806,1842,923,12.99,0.0
5128,521711,270,7112,270,8152,1040,772,9.236,0.0
5130,212948,0,3500,0,4000,500,501,7.0,0.5
5131,290660,0,5000,0,5500,500,501,10.0,0.0
5132,209548,500,3500,500,4500,1000,501,7.0,1.0
5133,291361,0,5000,0,5500,500,501,10.0,0.0
5138,1260868,1000,11290,1000,13290,2000,1002,11.29,0.0
5139,1085002,1000,11286,1000,13286,2000,1002,11.286,0.0
5140,1272867,1000,11282,1000,13282,2000,1002,11.282,0.0
5141,1110121,1000,11288,1000,13288,2000,1002,11.288,0.0
5142,921806,1000,9284,1000,11284,2000,1002,9.284,0.0
5143,989715,1000,11276,1000,13276,2000,1002,11.276,0.0
5145,686668,1000,9282,1000,11282,2000,1002,9.282,1.0
51479,667299,1000,9000,1000,11000,2000,1001,9.0,0.5
51481,10857,39,39,39,117,78,40,1.0,0.0
51483,614428,39,156,39,234,78,40,4.0,0.0
5149,881777,909,9454,909,11272,1818,911,10.4,1.0
51492,702109,0,11000,0,12000,1000,1001,11.0,0.0
51493,528385,0,7686,0,8686,1000,1001,7.686,0.0
51494,1033494,0,18000,0,19000,1000,1001,18.0,0.0
5150,1124542,910,11960,910,13780,1820,912,13.143,0.0
5151,822463,910,9460,910,11280,1820,912,10.396,0.0
51517,692432,1000,8000,1000,10000,2000,1001,8.0,0.0
5152,715636,910,9460,910,11280,1820,912,10.396,0.0
51530,718295,1000,11715,1000,13715,2000,1001,11.715,0.0
51532,21981,30,330,30,390,60,31,11.0,0.0
51533,1079940,1000,19000,1000,21000,2000,1001,19.0,0.0
51536,719340,1000,11713,1000,13713,2000,1001,11.713,0.0
51540,723322,1000,11711,1000,13711,2000,1001,11.711,0.0
51543,720349,1000,11505,1000,13505,2000,1001,11.505,0.0
51547,719322,1000,11709,1000,13709,2000,1001,11.709,0.0
51550,269609,1000,1000,1000,3000,2000,1001,1.0,0.0
51553,63862,170,680,170,1020,340,171,4.0,0.0
51555,273610,1000,1000,1000,3000,2000,1001,1.0,0.0
51567,8229,7,129,7,143,14,8,18.429,0.0
51569,13816,12,214,12,238,24,13,17.833,0.0
51570,10205,9,89,9,107,18,10,9.889,0.0
51574,5050,4,79,4,87,8,5,19.75,0.0
51575,8796,7,140,7,154,14,8,20.0,0.0
51576,146816,255,1960,255,2470,510,257,7.686,0.0
51580,5494,11,44,11,66,22,12,4.0,0.0
51582,146816,255,1960,255,2470,510,257,7.686,0.0
51586,7627,6,112,6,124,12,7,18.667,0.0
51591,2938,3,32,3,38,6,4,10.667,0.0
51592,6536,10,79,10,99,20,11,7.9,0.0
51593,1384,2,8,2,12,4,3,4.0,0.0
51594,8585,0,66,0,88,22,23,3.0,0.0
51595,5260,0,36,0,48,12,13,3.0,0.0
51597,3140,6,24,6,36,12,7,4.0,0.0
51598,2427,5,15,5,25,10,6,3.0,0.0
51601,5572,7,62,7,76,14,8,8.857,0.0
51602,5776,4,87,4,95,8,5,21.75,0.0
51603,6217,5,53,5,63,10,6,10.6,0.0
51604,2294,4,18,4,26,8,5,4.5,0.0
51605,3335,7,33,7,47,14,8,4.714,0.0
51606,5528,4,87,4,95,8,5,21.75,0.0
51607,24259,21,392,21,434,42,22,18.667,0.0
51611,13816,12,214,12,238,24,13,17.833,0.0
51614,2221,0,20,0,24,4,5,5.0,0.0
51616,1906,3,12,3,18,6,4,4.0,0.0
51624,2472,3,15,3,21,6,4,5.0,0.0
51625,74183,63,1232,63,1358,126,64,19.556,0.0
51626,41162,36,698,36,770,72,37,19.389,0.0
51629,4021,4,47,4,55,8,5,11.75,0.0
51636,5562,6,64,6,76,12,7,10.667,0.5
51638,5560,5,45,5,55,10,6,9.0,0.0
51640,82301,70,1456,70,1596,140,71,20.8,0.0
51642,33896,29,574,29,632,58,30,19.793,0.0
51643,6536,10,79,10,99,20,11,7.9,0.0
51644,2860,0,18,0,24,6,7,3.0,0.0
51645,3534,4,44,4,52,8,5,11.0,0.0
51646,1005,1,5,1,7,2,2,5.0,0.0
51647,32165,27,550,27,604,54,28,20.37,0.0
